lesson_id,document_id,concept_id,concept_label,should_extract,evidence_chunk_id,page,notes,reviewer,review_status
lesson_60,doc_26,,,,chunk_video_lesson_60_411,,00:19:05-00:19:07,,
lesson_60,doc_26,,,,chunk_video_lesson_60_412,,00:19:07-00:19:09,,
lesson_60,doc_26,,,,chunk_video_lesson_60_413,,00:19:09-00:19:12,,
lesson_60,doc_26,,,,chunk_video_lesson_60_414,,00:19:12-00:19:14,,
lesson_60,doc_26,,,,chunk_video_lesson_60_415,,00:19:14-00:19:16,,
lesson_60,doc_26,,,,chunk_video_lesson_60_416,,00:19:16-00:19:18,,
lesson_60,doc_26,,,,chunk_video_lesson_60_417,,00:19:18-00:19:20,,
lesson_60,doc_26,,,,chunk_video_lesson_60_418,,00:19:20-00:19:22,,
lesson_60,doc_26,,,,chunk_video_lesson_60_419,,00:19:22-00:19:24,,
lesson_60,doc_26,,,,chunk_video_lesson_60_420,,00:19:24-00:19:27,,
lesson_60,doc_26,,,,chunk_video_lesson_60_421,,00:19:27-00:19:29,,
lesson_60,doc_26,,,,chunk_video_lesson_60_422,,00:19:29-00:19:31,,
lesson_60,doc_26,,,,chunk_video_lesson_60_423,,00:19:31-00:19:33,,
lesson_60,doc_26,,,,chunk_video_lesson_60_424,,00:19:33-00:19:36,,
lesson_60,doc_26,,,,chunk_video_lesson_60_425,,00:19:36-00:19:40,,
lesson_60,doc_26,,,,chunk_video_lesson_60_426,,00:19:40-00:19:42,,
lesson_60,doc_26,,,,chunk_video_lesson_60_427,,00:19:42-00:19:47,,
lesson_60,doc_26,,,,chunk_video_lesson_60_428,,00:19:47-00:19:50,,
lesson_60,doc_26,,,,chunk_video_lesson_60_429,,00:19:50-00:19:52,,
lesson_60,doc_26,,,,chunk_video_lesson_60_430,,00:19:52-00:19:56,,
lesson_60,doc_26,,,,chunk_video_lesson_60_431,,00:19:56-00:19:58,,
lesson_60,doc_26,,,,chunk_video_lesson_60_432,,00:19:58-00:20:01,,
lesson_60,doc_26,,,,chunk_video_lesson_60_629,,00:29:57-00:30:01,,
lesson_60,doc_26,,,,chunk_video_lesson_60_630,,00:30:01-00:30:05,,
lesson_60,doc_26,,,,chunk_video_lesson_60_631,,00:30:05-00:30:11,,
lesson_60,doc_26,,,,chunk_video_lesson_60_632,,00:30:11-00:30:14,,
lesson_60,doc_26,,,,chunk_video_lesson_60_633,,00:30:14-00:30:17,,
lesson_60,doc_26,,,,chunk_video_lesson_60_634,,00:30:17-00:30:21,,
lesson_60,doc_26,,,,chunk_video_lesson_60_635,,00:30:21-00:30:24,,
lesson_60,doc_26,,,,chunk_video_lesson_60_636,,00:30:24-00:30:27,,
lesson_60,doc_26,,,,chunk_video_lesson_60_637,,00:30:27-00:30:30,,
lesson_60,doc_26,,,,chunk_video_lesson_60_638,,00:30:30-00:30:36,,
lesson_60,doc_26,,,,chunk_video_lesson_60_639,,00:30:36-00:30:38,,
lesson_60,doc_26,,,,chunk_video_lesson_60_640,,00:30:38-00:30:40,,
lesson_60,doc_26,,,,chunk_video_lesson_60_641,,00:30:40-00:30:42,,
lesson_60,doc_26,,,,chunk_video_lesson_60_642,,00:30:42-00:30:43,,
lesson_60,doc_26,,,,chunk_video_lesson_60_643,,00:30:43-00:30:46,,
lesson_60,doc_26,,,,chunk_video_lesson_60_644,,00:30:46-00:30:51,,
lesson_60,doc_26,,,,chunk_video_lesson_60_645,,00:30:51-00:30:57,,
lesson_60,doc_26,,,,chunk_video_lesson_60_646,,00:30:57-00:31:00,,
lesson_60,doc_26,,,,chunk_video_lesson_60_647,,00:31:00-00:31:05,,
lesson_60,doc_26,,,,chunk_video_lesson_60_648,,00:31:05-00:31:08,,
lesson_60,doc_26,,,,chunk_video_lesson_60_649,,00:31:08-00:31:11,,
lesson_60,doc_26,,,,chunk_video_lesson_60_650,,00:31:11-00:31:14,,
lesson_60,doc_26,,,,chunk_video_lesson_60_651,,00:31:14-00:31:22,,
lesson_60,doc_26,,,,chunk_video_lesson_60_652,,00:31:22-00:31:24,,
lesson_60,doc_26,,,,chunk_video_lesson_60_653,,00:31:24-00:31:26,,
lesson_60,doc_26,,,,chunk_video_lesson_60_654,,00:31:26-00:31:30,,
lesson_60,doc_26,,,,chunk_video_lesson_60_655,,00:31:30-00:31:38,,
lesson_60,doc_26,,,,chunk_video_lesson_60_656,,00:31:38-00:31:41,,
lesson_60,doc_26,,,,chunk_video_lesson_60_657,,00:31:41-00:31:44,,
lesson_60,doc_26,,,,chunk_video_lesson_60_658,,00:31:44-00:31:46,,
lesson_60,doc_26,,,,chunk_video_lesson_60_659,,00:31:46-00:31:48,,
lesson_60,doc_26,,,,chunk_video_lesson_60_660,,00:31:48-00:31:50,,
lesson_60,doc_26,,,,chunk_video_lesson_60_661,,00:31:50-00:31:52,,
lesson_60,doc_26,,,,chunk_video_lesson_60_662,,00:31:52-00:31:54,,
lesson_60,doc_26,,,,chunk_video_lesson_60_663,,00:31:54-00:31:56,,
lesson_60,doc_26,,,,chunk_video_lesson_60_664,,00:31:56-00:31:58,,
lesson_60,doc_26,,,,chunk_video_lesson_60_665,,00:31:58-00:32:00,,
lesson_60,doc_26,,,,chunk_video_lesson_60_666,,00:32:00-00:32:03,,
lesson_60,doc_26,,,,chunk_video_lesson_60_667,,00:32:03-00:32:05,,
lesson_60,doc_26,,,,chunk_video_lesson_60_668,,00:32:05-00:32:07,,
lesson_60,doc_26,,,,chunk_video_lesson_60_669,,00:32:07-00:32:10,,
lesson_60,doc_26,,,,chunk_video_lesson_60_670,,00:32:10-00:32:14,,
lesson_60,doc_26,,,,chunk_video_lesson_60_671,,00:32:14-00:32:16,,
lesson_60,doc_26,,,,chunk_video_lesson_60_672,,00:32:16-00:32:18,,
lesson_60,doc_26,,,,chunk_video_lesson_60_673,,00:32:18-00:32:21,,
lesson_60,doc_26,,,,chunk_video_lesson_60_674,,00:32:21-00:32:24,,
lesson_60,doc_26,,,,chunk_video_lesson_60_675,,00:32:24-00:32:27,,
lesson_60,doc_26,,,,chunk_video_lesson_60_676,,00:32:27-00:32:30,,
lesson_60,doc_26,,,,chunk_video_lesson_60_677,,00:32:30-00:32:32,,
lesson_60,doc_26,,,,chunk_video_lesson_60_678,,00:32:32-00:32:35,,
lesson_60,doc_26,,,,chunk_video_lesson_60_679,,00:32:35-00:32:37,,
lesson_60,doc_26,,,,chunk_video_lesson_60_680,,00:32:37-00:32:39,,
lesson_60,doc_26,,,,chunk_video_lesson_60_681,,00:32:39-00:32:41,,
lesson_60,doc_26,,,,chunk_video_lesson_60_682,,00:32:41-00:32:43,,
lesson_60,doc_26,,,,chunk_video_lesson_60_683,,00:32:43-00:32:46,,
lesson_60,doc_26,,,,chunk_video_lesson_60_684,,00:32:46-00:32:50,,
lesson_60,doc_26,,,,chunk_video_lesson_60_685,,00:32:50-00:32:53,,
lesson_60,doc_26,,,,chunk_video_lesson_60_686,,00:32:53-00:32:56,,
lesson_60,doc_26,,,,chunk_video_lesson_60_687,,00:32:56-00:32:59,,
lesson_60,doc_26,,,,chunk_video_lesson_60_688,,00:32:59-00:33:00,,
lesson_60,doc_26,,,,chunk_video_lesson_60_689,,00:33:00-00:33:03,,
lesson_60,doc_26,,,,chunk_video_lesson_60_690,,00:33:03-00:33:07,,
lesson_60,doc_26,,,,chunk_video_lesson_60_691,,00:33:07-00:33:10,,
lesson_60,doc_26,,,,chunk_video_lesson_60_692,,00:33:10-00:33:11,,
lesson_60,doc_26,,,,chunk_video_lesson_60_693,,00:33:11-00:33:15,,
lesson_60,doc_26,,,,chunk_video_lesson_60_694,,00:33:15-00:33:17,,
lesson_60,doc_26,,,,chunk_video_lesson_60_695,,00:33:17-00:33:18,,
lesson_60,doc_26,,,,chunk_video_lesson_60_696,,00:33:18-00:33:21,,
lesson_60,doc_26,,,,chunk_video_lesson_60_697,,00:33:21-00:33:22,,
lesson_60,doc_26,,,,chunk_video_lesson_60_698,,00:33:22-00:33:25,,
lesson_60,doc_26,,,,chunk_video_lesson_60_699,,00:33:25-00:33:28,,
lesson_60,doc_26,,,,chunk_video_lesson_60_700,,00:33:28-00:33:31,,
lesson_60,doc_26,,,,chunk_video_lesson_60_701,,00:33:31-00:33:32,,
lesson_60,doc_26,,,,chunk_video_lesson_60_702,,00:33:32-00:33:34,,
lesson_60,doc_26,,,,chunk_video_lesson_60_703,,00:33:34-00:33:37,,
lesson_60,doc_26,,,,chunk_video_lesson_60_704,,00:33:37-00:33:39,,
lesson_60,doc_26,,,,chunk_video_lesson_60_705,,00:33:39-00:33:41,,
lesson_60,doc_26,,,,chunk_video_lesson_60_706,,00:33:41-00:33:44,,
lesson_60,doc_26,,,,chunk_video_lesson_60_707,,00:33:44-00:33:45,,
lesson_60,doc_26,,,,chunk_video_lesson_60_708,,00:33:45-00:33:47,,
lesson_60,doc_26,,,,chunk_video_lesson_60_709,,00:33:47-00:33:49,,
lesson_60,doc_26,,,,chunk_video_lesson_60_710,,00:33:49-00:33:50,,
lesson_60,doc_26,,,,chunk_video_lesson_60_711,,00:33:50-00:33:52,,
lesson_60,doc_26,,,,chunk_video_lesson_60_712,,00:33:52-00:33:55,,
lesson_60,doc_26,,,,chunk_video_lesson_60_713,,00:33:55-00:33:57,,
lesson_60,doc_26,,,,chunk_video_lesson_60_714,,00:33:57-00:33:59,,
lesson_60,doc_26,,,,chunk_video_lesson_60_715,,00:33:59-00:34:02,,
lesson_60,doc_26,,,,chunk_video_lesson_60_716,,00:34:02-00:34:04,,
lesson_60,doc_26,,,,chunk_video_lesson_60_717,,00:34:04-00:34:06,,
lesson_60,doc_26,,,,chunk_video_lesson_60_718,,00:34:06-00:34:08,,
lesson_60,doc_26,,,,chunk_video_lesson_60_719,,00:34:08-00:34:12,,
lesson_60,doc_26,,,,chunk_video_lesson_60_720,,00:34:12-00:34:13,,
lesson_60,doc_26,,,,chunk_video_lesson_60_721,,00:34:13-00:34:16,,
lesson_60,doc_26,,,,chunk_video_lesson_60_722,,00:34:16-00:34:19,,
lesson_60,doc_26,,,,chunk_video_lesson_60_723,,00:34:19-00:34:21,,
lesson_60,doc_26,,,,chunk_video_lesson_60_724,,00:34:21-00:34:22,,
lesson_60,doc_26,,,,chunk_video_lesson_60_725,,00:34:22-00:34:25,,
lesson_60,doc_26,,,,chunk_video_lesson_60_726,,00:34:25-00:34:28,,
lesson_60,doc_26,,,,chunk_video_lesson_60_727,,00:34:28-00:34:30,,
lesson_60,doc_26,,,,chunk_video_lesson_60_728,,00:34:30-00:34:32,,
lesson_60,doc_26,,,,chunk_video_lesson_60_729,,00:34:32-00:34:33,,
lesson_60,doc_26,,,,chunk_video_lesson_60_730,,00:34:33-00:34:35,,
lesson_60,doc_26,,,,chunk_video_lesson_60_731,,00:34:35-00:34:41,,
lesson_60,doc_26,,,,chunk_video_lesson_60_732,,00:34:41-00:34:43,,
lesson_60,doc_26,,,,chunk_video_lesson_60_733,,00:34:43-00:34:45,,
lesson_60,doc_26,,,,chunk_video_lesson_60_734,,00:34:45-00:34:47,,
lesson_60,doc_26,,,,chunk_video_lesson_60_735,,00:34:47-00:34:54,,
