case_id,lesson_id,document_id,claim,source_chunk_id,page,slide,start_time,end_time,support,notes,reviewer,review_status
,lesson_60,doc_26,,chunk_video_lesson_60_414,,,1152.5,1154.66,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_415,,,1154.66,1156.1,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_416,,,1156.1,1158.5,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_417,,,1158.5,1160.58,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_418,,,1160.58,1162.34,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_419,,,1162.34,1164.9,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_420,,,1164.9,1167.42,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_421,,,1167.42,1169.7,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_422,,,1169.7,1171.62,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_423,,,1171.62,1173.74,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_424,,,1173.74,1176.3,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_425,,,1176.3,1180.38,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_426,,,1180.38,1182.98,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_427,,,1182.98,1187.38,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_428,,,1187.38,1190.18,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_429,,,1190.18,1192.18,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_430,,,1192.18,1196.38,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_431,,,1196.38,1198.26,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_432,,,1198.26,1201.82,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_629,,,1797.74,1801.98,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_630,,,1801.98,1805.5,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_631,,,1805.5,1811.02,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_632,,,1811.02,1814.38,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_633,,,1814.38,1817.82,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_634,,,1817.82,1821.58,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_635,,,1821.58,1824.86,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_636,,,1824.86,1827.5,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_637,,,1827.5,1830.22,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_638,,,1830.22,1836.62,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_639,,,1836.62,1838.7,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_640,,,1838.7,1840.06,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_641,,,1840.06,1842.06,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_642,,,1842.06,1843.9,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_643,,,1843.9,1846.54,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_644,,,1846.54,1851.42,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_645,,,1851.42,1857.5,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_646,,,1857.5,1860.46,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_647,,,1860.46,1865.34,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_648,,,1865.34,1868.54,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_649,,,1868.54,1871.18,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_650,,,1871.18,1874.46,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_651,,,1874.46,1882.38,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_652,,,1882.38,1884.46,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_653,,,1884.46,1886.78,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_654,,,1886.78,1890.22,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_655,,,1890.22,1898.01,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_656,,,1898.01,1901.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_657,,,1901.69,1904.57,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_658,,,1904.57,1906.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_659,,,1906.65,1908.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_660,,,1908.97,1910.25,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_661,,,1910.25,1912.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_662,,,1912.49,1914.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_663,,,1914.65,1916.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_664,,,1916.65,1918.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_665,,,1918.97,1920.41,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_666,,,1920.41,1923.29,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_667,,,1923.29,1925.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_668,,,1925.69,1927.85,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_669,,,1927.85,1930.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_670,,,1930.89,1934.17,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_671,,,1934.17,1936.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_672,,,1936.97,1938.81,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_673,,,1938.81,1941.53,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_674,,,1941.53,1944.41,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_675,,,1944.41,1947.45,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_676,,,1947.45,1950.65,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_677,,,1950.65,1952.73,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_678,,,1952.73,1955.13,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_679,,,1955.13,1957.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_680,,,1957.61,1959.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_681,,,1959.69,1961.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_682,,,1961.61,1963.77,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_683,,,1963.77,1966.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_684,,,1966.89,1970.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_685,,,1970.49,1973.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_686,,,1973.45,1976.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_687,,,1976.89,1979.05,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_688,,,1979.05,1980.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_689,,,1980.89,1983.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_690,,,1983.37,1987.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_691,,,1987.61,1990.09,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_692,,,1990.09,1991.93,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_693,,,1991.93,1995.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_694,,,1995.61,1997.53,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_695,,,1997.53,1998.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_696,,,1998.97,2001.45,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_697,,,2001.45,2002.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_698,,,2002.89,2005.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_699,,,2005.37,2008.25,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_700,,,2008.25,2011.21,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_701,,,2011.21,2012.57,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_702,,,2012.57,2014.73,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_703,,,2014.73,2017.21,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_704,,,2017.21,2019.13,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_705,,,2019.13,2021.77,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_706,,,2021.77,2024.25,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_707,,,2024.25,2025.93,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_708,,,2025.93,2027.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_709,,,2027.37,2029.05,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_710,,,2029.05,2030.89,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_711,,,2030.89,2032.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_712,,,2032.49,2035.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_713,,,2035.37,2037.85,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_714,,,2037.85,2039.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_715,,,2039.37,2042.09,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_716,,,2042.09,2044.25,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_717,,,2044.25,2046.49,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_718,,,2046.49,2048.97,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_719,,,2048.97,2052.17,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_720,,,2052.17,2053.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_721,,,2053.69,2056.33,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_722,,,2056.33,2059.05,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_723,,,2059.05,2061.05,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_724,,,2061.05,2062.81,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_725,,,2062.81,2065.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_726,,,2065.61,2068.25,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_727,,,2068.25,2070.09,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_728,,,2070.09,2072.01,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_729,,,2072.01,2073.37,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_730,,,2073.37,2075.45,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_731,,,2075.45,2081.77,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_732,,,2081.77,2083.61,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_733,,,2083.61,2085.69,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_734,,,2085.69,2087.85,,,,
,lesson_60,doc_26,,chunk_video_lesson_60_735,,,2087.85,2094.25,,,,
